Nº BO;FATO;FATO AGRUPADO;BAIRRO DO FATO;UF DO FATO;MUNICÍPIO DO FATO;CÓDIGO IBGE;ANO DO FATO;DATA DO FATO;HORA DO FATO;ENVOLVIMENTO;SEXO;NACIONALIDADE;ESCOLARIDADE;COR/RAÇA;IDADE NO FATO
1096/2026 - 1DEAM;ESTUPRO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, ESTUPRO, FATOS TIPICOS;Jardim Leblon;MS;Campo Grande;5002704;2026;11/02/2026;23:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;22.0
397/2026 - 1DP-NAVIRAÍ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;COJUNTO HABITACIONAL HARRY AMORIM COSTA;MS;Navirai;5005707;2026;11/02/2026;20:09:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;42.0
397/2026 - 1DP-NAVIRAÍ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;COJUNTO HABITACIONAL HARRY AMORIM COSTA;MS;Navirai;5005707;2026;11/02/2026;20:09:00;AUTOR;FEMININO;BRASILEIRO(A);N/I;N/I;22.0
379/2026 - 1DP-PONTA PORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;RESIDENCIAL KAMEL SAAD;MS;Ponta Pora;5006606;2026;11/02/2026;19:56:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;37.0
379/2026 - 1DP-PONTA PORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;RESIDENCIAL KAMEL SAAD;MS;Ponta Pora;5006606;2026;11/02/2026;19:56:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;31.0
154/2026 - 1DP-JARDIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA ANGELICA DOIS;MS;Jardim;5005004;2026;11/02/2026;19:49:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;23.0
154/2026 - 1DP-JARDIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;VILA ANGELICA DOIS;MS;Jardim;5005004;2026;11/02/2026;19:49:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;20.0
1095/2026 - 1DEAM;DIFAMACAO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DIFAMAÇAO;Santo Antonio;MS;Campo Grande;5002704;2026;11/02/2026;19:30:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR COMPLETO;PARDA;59.0
1095/2026 - 1DEAM;DIFAMACAO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DIFAMAÇAO;Santo Antonio;MS;Campo Grande;5002704;2026;11/02/2026;19:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR COMPLETO;BRANCA;55.0
167/2026 - DP-CAARAPO;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;ZONA RURAL;MS;Caarapo;5002407;2026;11/02/2026;19:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);N/I;PARDA;28.0
167/2026 - DP-CAARAPO;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;ZONA RURAL;MS;Caarapo;5002407;2026;11/02/2026;19:30:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;INDÍGENA;24.0
269/2026 - 1DP-COXIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;FLAVIO GARCIA;MS;Coxim;5003306;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;17.0
269/2026 - 1DP-COXIM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;FLAVIO GARCIA;MS;Coxim;5003306;2026;11/02/2026;17:10:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;BRANCA;41.0
269/2026 - 1DP-COXIM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;FLAVIO GARCIA;MS;Coxim;5003306;2026;11/02/2026;17:10:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO INCOMPLETO;BRANCA;41.0
269/2026 - 1DP-COXIM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;FLAVIO GARCIA;MS;Coxim;5003306;2026;11/02/2026;17:10:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;17.0
1085/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Parque dos Laranjais;MS;Campo Grande;5002704;2026;11/02/2026;17:04:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PRETA;25.0
1085/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Parque dos Laranjais;MS;Campo Grande;5002704;2026;11/02/2026;17:04:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;15.0
1085/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Parque dos Laranjais;MS;Campo Grande;5002704;2026;11/02/2026;17:04:00;VÍTIMA;FEMININO;N/I;FUNDAMENTAL INCOMPLETO;PARDA;18.0
61/2026 - DAM-NAVIRAÍ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;Centro;MS;Navirai;5005707;2026;11/02/2026;16:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;30.0
1086/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;16:19:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1086/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;16:19:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;36.0
1086/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;16:19:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;36.0
1086/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;16:19:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1086/2026 - 1DEAM;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;16:19:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;BRANCA;36.0
1086/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;16:19:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1094/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;NASSER;MS;Campo Grande;5002704;2026;11/02/2026;16:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;48.0
1094/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;NASSER;MS;Campo Grande;5002704;2026;11/02/2026;16:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;N/I;46.0
1094/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NASSER;MS;Campo Grande;5002704;2026;11/02/2026;16:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;N/I;46.0
1094/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;NASSER;MS;Campo Grande;5002704;2026;11/02/2026;16:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;N/I;46.0
1094/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;NASSER;MS;Campo Grande;5002704;2026;11/02/2026;16:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;48.0
1094/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;NASSER;MS;Campo Grande;5002704;2026;11/02/2026;16:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;48.0
1090/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;56.0
1090/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;56.0
1090/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;30.0
1090/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;15:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;30.0
1090/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;15:00:00;AUTOR;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1090/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Jardim Campo Alto;MS;Campo Grande;5002704;2026;11/02/2026;15:00:00;AUTOR;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;26.0
1084/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Conjunto Jose Abrao;MS;Campo Grande;5002704;2026;11/02/2026;14:00:00;AUTOR;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;34.0
1084/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Conjunto Jose Abrao;MS;Campo Grande;5002704;2026;11/02/2026;14:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;48.0
1084/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Conjunto Jose Abrao;MS;Campo Grande;5002704;2026;11/02/2026;14:00:00;AUTOR;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PARDA;34.0
1084/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Conjunto Jose Abrao;MS;Campo Grande;5002704;2026;11/02/2026;14:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;48.0
1080/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Nova Lima;MS;Campo Grande;5002704;2026;11/02/2026;13:25:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;30.0
1080/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Nova Lima;MS;Campo Grande;5002704;2026;11/02/2026;13:25:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;30.0
1080/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Nova Lima;MS;Campo Grande;5002704;2026;11/02/2026;13:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PRETA;26.0
1080/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;Nova Lima;MS;Campo Grande;5002704;2026;11/02/2026;13:25:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;30.0
1080/2026 - 1DEAM;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;Nova Lima;MS;Campo Grande;5002704;2026;11/02/2026;13:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PRETA;26.0
1080/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Nova Lima;MS;Campo Grande;5002704;2026;11/02/2026;13:25:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO INCOMPLETO;PRETA;26.0
47/2026 - DAM-PONTA PORÃ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM ALTOS DA GLORIA;MS;Ponta Pora;5006606;2026;11/02/2026;11:00:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;15.0
47/2026 - DAM-PONTA PORÃ;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM ALTOS DA GLORIA;MS;Ponta Pora;5006606;2026;11/02/2026;11:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;82.0
85/2026 - DP-BATAYPORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;ANTONIO OLIMPIO PINHEIRO;MS;Bataypora;5002001;2026;11/02/2026;08:04:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;22.0
85/2026 - DP-BATAYPORÃ;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;ANTONIO OLIMPIO PINHEIRO;MS;Bataypora;5002001;2026;11/02/2026;08:04:00;VÍTIMA;FEMININO;N/I;N/I;N/I;18.0
148/2026 - DAM-DOURADOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Marcia;MS;Dourados;5003702;2026;11/02/2026;07:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;44.0
148/2026 - DAM-DOURADOS;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;Jardim Marcia;MS;Dourados;5003702;2026;11/02/2026;07:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;50.0
148/2026 - DAM-DOURADOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Jardim Marcia;MS;Dourados;5003702;2026;11/02/2026;07:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;50.0
148/2026 - DAM-DOURADOS;VIAS DE FATO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, VIAS DE FATO, FATOS TIPICOS, DAS CONTRAVENCOES PENAIS;Jardim Marcia;MS;Dourados;5003702;2026;11/02/2026;07:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;44.0
148/2026 - DAM-DOURADOS;VIOLENCIA PSICOLOGICA CONTRA A MULHER (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA;Jardim Marcia;MS;Dourados;5003702;2026;11/02/2026;07:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;50.0
148/2026 - DAM-DOURADOS;VIOLENCIA PSICOLOGICA CONTRA A MULHER (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA;Jardim Marcia;MS;Dourados;5003702;2026;11/02/2026;07:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;44.0
1070/2026 - 1DEAM;LESAO CORPORAL, SE A LESAO FOR PRATICADA CONTRA A MULHER, POR RAZOES DA CONDIÇAO DO SEXO FEMININO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;Guanandi;MS;Campo Grande;5002704;2026;11/02/2026;01:23:00;VÍTIMA;FEMININO;BRASILEIRO(A);PÓS-GRADUAÇÃO;PARDA;43.0
1070/2026 - 1DEAM;LESAO CORPORAL, SE A LESAO FOR PRATICADA CONTRA A MULHER, POR RAZOES DA CONDIÇAO DO SEXO FEMININO (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;Guanandi;MS;Campo Grande;5002704;2026;11/02/2026;01:23:00;AUTOR;MASCULINO;BRASILEIRO(A);SUPERIOR COMPLETO;BRANCA;43.0
1076/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PORTAL CAIOBA II;MS;Campo Grande;5002704;2026;10/02/2026;23:14:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;N/I;27.0
1076/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;PORTAL CAIOBA II;MS;Campo Grande;5002704;2026;10/02/2026;23:14:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;25.0
1067/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Vila Aimore;MS;Campo Grande;5002704;2026;10/02/2026;22:04:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;27.0
1067/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Vila Aimore;MS;Campo Grande;5002704;2026;10/02/2026;22:04:00;AUTOR;MASCULINO;N/I;MEDIO COMPLETO;PARDA;28.0
1067/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Vila Aimore;MS;Campo Grande;5002704;2026;10/02/2026;22:04:00;AUTOR;MASCULINO;N/I;MEDIO COMPLETO;PARDA;28.0
1067/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Vila Aimore;MS;Campo Grande;5002704;2026;10/02/2026;22:04:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;PARDA;27.0
204/2026 - DP-RIO BRILHANTE;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;Centro;MS;Prudencio Thomaz;5007208;2026;10/02/2026;20:10:00;AUTOR;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;33.0
204/2026 - DP-RIO BRILHANTE;LESAO CORPORAL DOLOSA (VIOLENCIA DOMESTICA);LESAO CORPORAL DOLOSA, VIOLENCIA DOMESTICA, FATOS TIPICOS, DOS CRIMES CONTRA A PESSOA;Centro;MS;Prudencio Thomaz;5007208;2026;10/02/2026;20:10:00;AUTOR;MASCULINO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;PARDA;52.0
1165/2026 - DEPAC-DDOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM GUAICURUS;MS;Dourados;5003702;2026;10/02/2026;20:07:00;AUTOR;FEMININO;BRASILEIRO(A);ALFABETIZADO;PRETA;126.0
1165/2026 - DEPAC-DDOS;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;JARDIM GUAICURUS;MS;Dourados;5003702;2026;10/02/2026;20:07:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;72.0
66/2026 - DAM-CORUMBA;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Cristo Redentor;MS;Corumba;5003207;2026;10/02/2026;19:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);FUNDAMENTAL COMPLETO;PARDA;30.0
66/2026 - DAM-CORUMBA;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Cristo Redentor;MS;Corumba;5003207;2026;10/02/2026;19:30:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;PARDA;32.0
65/2026 - DAM-CORUMBA;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Aeroporto;MS;Corumba;5003207;2026;10/02/2026;19:30:00;AUTOR;MASCULINO;BRASILEIRO(A);MEDIO COMPLETO;PRETA;44.0
65/2026 - DAM-CORUMBA;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Aeroporto;MS;Corumba;5003207;2026;10/02/2026;19:30:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;PARDA;50.0
1065/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Tiradentes;MS;Campo Grande;5002704;2026;10/02/2026;19:00:00;AUTOR;FEMININO;BRASILEIRO(A);FUNDAMENTAL INCOMPLETO;BRANCA;19.0
1065/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Tiradentes;MS;Campo Grande;5002704;2026;10/02/2026;19:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;BRANCA;26.0
1071/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Parque Residencial Uniao;MS;Campo Grande;5002704;2026;10/02/2026;18:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);SUPERIOR INCOMPLETO;BRANCA;65.0
1071/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Parque Residencial Uniao;MS;Campo Grande;5002704;2026;10/02/2026;18:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;PARDA;28.0
1071/2026 - 1DEAM;INJURIA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, INJURIA, FATOS TIPICOS;Parque Residencial Uniao;MS;Campo Grande;5002704;2026;10/02/2026;18:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;28.0
1071/2026 - 1DEAM;VIOLENCIA PSICOLOGICA CONTRA A MULHER (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA;Parque Residencial Uniao;MS;Campo Grande;5002704;2026;10/02/2026;18:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;PARDA;28.0
1071/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Parque Residencial Uniao;MS;Campo Grande;5002704;2026;10/02/2026;18:00:00;VÍTIMA;FEMININO;BRASILEIRO(A);MEDIO COMPLETO;BRANCA;28.0
1071/2026 - 1DEAM;AMEACA (VIOLENCIA DOMESTICA);VIOLENCIA DOMESTICA, AMEAÇA, FATOS TIPICOS;Parque Residencial Uniao;MS;Campo Grande;5002704;2026;10/02/2026;18:00:00;AUTOR;MASCULINO;BRASILEIRO(A);N/I;PARDA;28.0
